5.455099697119123903e+00,-3.636163411566689874e+00,-4.317827479925818501e+00
3.638694291156267191e+00,-5.218891424259569867e+00,-5.007017202782876097e+00
3.852470555118417739e+00,-3.193056310902358419e+00,-5.228441003431862022e+00
4.595862091831744323e+00,-6.507092951745645948e+00,-6.111025828770998203e+00
4.516911540238268685e+00,-3.428769561945707256e+00,-2.776524373406571655e+00
4.140980130536957127e+00,-5.844072078995703912e+00,-4.961190265444254344e+00
5.431709069409452972e+00,-5.496892397737342506e+00,-6.133474278117402534e+00
5.276150922826107426e+00,-4.301128780806977581e+00,-6.021500897733406354e+00
4.078865657890790253e+00,-3.769767927214566328e+00,-5.489832028513629503e+00
6.848306980263345167e+00,-4.913823853620402637e+00,-4.966237025464280919e+00
3.928686214599576232e+00,-3.031698002817855730e+00,-4.835432465038944194e+00
4.385016403945027008e+00,-5.936899739803132903e+00,-3.754647694450762963e+00
5.228438771988552780e+00,-5.277230735006368967e+00,-6.496768435326699453e+00
4.308107929061953278e+00,-6.415577140537452649e+00,-2.865732072200849689e+00
5.398439224357457711e+00,-5.239737026982754564e+00,-4.274088410023156648e+00
4.718387970466356940e+00,-6.956845800825039561e+00,-3.438773381106864591e+00
6.327748825506608554e+00,-4.898651488976652146e+00,-5.814494235658528964e+00
6.832244578539597768e+00,-4.140160677101627940e+00,-5.756954447661224883e+00
4.138538010364714026e+00,-3.403247079687389487e+00,-4.628807556748080643e+00
4.261878152966288802e+00,-5.618035637951729555e+00,-3.450078221099740272e+00
4.776109324822049196e+00,-4.120547119737388186e+00,-5.599130947242580092e+00
7.280811025580538498e+00,-3.006340720852719528e+00,-5.119651117783783789e+00
4.314850549348459019e+00,-4.737914356747186417e+00,-5.184219033159792822e+00
3.430540077858467818e+00,-4.959183959734269287e+00,-4.644318703161847139e+00
4.784203191824413892e+00,-4.840870982172392978e+00,-4.655246027032834633e+00
4.546427100447854919e+00,-5.521504676121929300e+00,-4.291348935158366906e+00
3.202678320872088591e+00,-4.746508370802829724e+00,-4.166245467416879400e+00
3.316048860536399800e+00,-6.989090972524438783e+00,-4.807899510858968384e+00
5.353807847363481365e+00,-5.068757287074259210e+00,-5.595827592651295923e+00
4.793263612201275947e+00,-5.650668283740753139e+00,-3.218276143614908325e+00
4.607855067072676114e+00,-5.235048912166571533e+00,-5.757012950194623002e+00
3.045580257711437699e+00,-5.277390485316665547e+00,-3.289065598360740861e+00
7.458526167458696676e+00,-3.758902560654412639e+00,-5.743187429530403065e+00
7.597558491971989625e+00,-4.495023309692317781e+00,-7.701140620773379020e+00
5.207227599831792730e+00,-6.001693744632077276e+00,-4.830973331126912740e+00
5.081287849313776306e+00,-5.096785110490895221e+00,-5.855989695730063893e+00
6.365758091037280408e+00,-5.849467573126120534e+00,-5.669070793830178978e+00
3.775305311834745936e+00,-5.157070062126840604e+00,-3.871642897893545765e+00
6.141249201239395994e+00,-4.840670205316211394e+00,-5.472149965005147720e+00
